lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
221,1,32,6,2,1,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,126.0,0,1
0,11,40,25,1,0,1,0.0,0,0,3,1,1,0,1,0,0,0,0,0,2,70.0,0,0
131,10,42,9,2,1,2,0.0,0,0,4,0,0,0,0,0,0,1,0,0,3,55.0,0,0
7,4,5,29,0,2,2,0.0,0,0,1,1,0,0,0,3,4,1,0,0,2,0.0,1,1
150,5,30,28,1,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,139.5,0,1
157,6,24,16,1,2,3,0.0,0,3,6,3,0,0,0,3,3,0,0,0,2,148.5,0,0
2,7,13,30,0,1,1,0.0,0,0,2,0,0,0,3,0,0,0,0,0,2,35.0,1,0
117,6,25,20,0,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,99.0,0,0
116,5,29,21,2,6,2,2.0,0,0,6,3,0,0,0,6,6,1,0,0,2,289.0,0,0
127,8,21,21,2,5,2,0.0,0,2,3,1,0,0,0,3,3,1,0,0,2,170.3,0,1
54,2,52,20,0,3,3,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,98.1,0,1
67,3,7,12,2,0,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,80.0,0,0
59,0,15,8,1,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,137.7,0,0
11,9,45,3,0,1,2,0.0,0,0,6,3,0,0,0,0,3,0,0,0,0,96.0,1,1
134,8,23,30,1,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,94.5,0,0
6,3,9,26,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,79.0,0,0
0,5,32,31,1,0,2,0.0,0,0,3,1,1,0,1,0,2,0,0,0,2,155.0,1,0
9,5,29,21,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,95.2,0,1
96,0,17,26,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,130.0,0,0
133,2,53,28,1,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,29.16,0,1
4,9,48,24,0,3,2,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,52.0,0,1
70,0,13,1,2,5,2,0.0,0,0,3,1,0,0,0,5,5,0,0,0,2,89.61,0,0
311,6,26,25,2,5,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,109.03,0,1
55,0,15,6,0,1,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,104.0,0,0
17,7,13,21,1,1,2,0.0,0,0,6,3,0,0,0,0,0,2,0,0,2,48.0,0,1
210,8,18,4,2,5,1,0.0,0,2,5,3,0,0,0,0,0,0,0,0,2,50.4,0,1
77,7,13,31,1,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,67.59,0,1
226,11,36,1,2,5,2,0.0,0,0,3,1,0,0,0,6,6,0,0,0,2,157.0,0,0
246,11,36,5,2,5,2,0.0,0,0,5,3,0,1,0,0,0,0,0,0,3,58.95,0,0
115,7,13,26,2,1,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,58.0,0,0
101,0,18,26,0,1,2,0.0,0,2,4,3,0,0,0,0,0,0,0,0,3,98.0,0,0
55,5,28,7,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,79.0,0,0
180,10,42,16,0,1,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,70.0,0,0
1,3,8,24,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,98.0,0,0
1,1,31,3,1,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,182.5,0,0
69,6,25,12,2,4,1,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,120.0,0,0
78,9,47,21,0,1,2,0.0,0,0,2,0,0,0,0,0,3,0,0,0,3,32.0,0,0
226,6,24,16,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,105.0,0,0
86,7,10,9,0,3,2,0.0,0,4,4,3,0,0,0,0,0,0,1,0,2,46.0,0,0
74,4,1,7,2,3,2,0.0,0,0,4,3,0,0,0,3,3,2,0,0,3,78.0,0,2
91,0,16,21,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,126.0,0,0
6,8,20,14,2,1,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,109.0,0,1
19,10,41,6,0,3,2,0.0,0,0,5,3,1,0,0,0,0,0,0,0,3,90.0,0,1
16,3,6,5,0,2,2,0.0,0,0,6,3,0,0,0,0,2,0,0,0,3,53.0,0,2
19,9,48,20,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,68.26,0,1
67,9,48,25,0,2,3,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,105.0,0,0
29,2,49,2,0,2,1,0.0,0,0,2,3,0,0,0,0,3,4,0,0,3,66.18,0,1
38,11,37,9,1,2,2,0.0,0,2,6,3,0,0,0,0,0,0,0,0,2,170.1,0,1
290,1,32,3,1,1,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,0,62.0,0,0
164,10,40,2,0,2,1,0.0,0,0,5,3,0,0,0,0,1,0,0,0,3,100.0,0,0
289,9,47,20,1,2,1,0.0,0,2,4,3,0,0,1,0,4,1,0,0,3,13.0,0,1
107,1,33,9,2,4,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,63.75,0,1
0,3,6,10,0,1,2,0.0,0,0,3,1,1,0,0,0,0,0,0,0,3,48.0,0,1
6,6,24,8,0,1,1,0.0,0,0,2,0,1,1,6,0,0,0,0,0,2,65.0,0,1
213,1,35,28,1,3,1,0.0,0,2,4,3,0,0,0,0,0,1,0,0,3,104.0,0,0
153,1,32,2,4,6,2,0.0,0,2,5,3,0,1,0,3,3,0,0,0,2,134.1,0,0
63,9,48,22,0,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,79.2,0,1
19,0,14,8,2,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,149.0,0,3
1,10,42,11,1,0,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,50.4,0,0
140,1,33,12,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,112.5,0,1
12,3,8,18,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,3,91.0,0,0
601,7,9,2,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
0,11,39,21,1,2,2,0.0,0,0,6,3,0,0,0,0,3,0,0,0,0,145.0,0,1
98,9,48,23,1,1,1,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,70.0,0,0
189,5,30,17,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,3,99.45,0,1
38,9,47,13,2,5,2,0.0,0,2,5,3,0,0,0,4,4,0,0,0,2,68.4,0,0
210,5,31,31,1,2,2,0.0,0,0,5,3,0,0,0,4,5,1,0,0,2,119.25,0,0
29,4,3,18,0,3,1,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,65.0,0,0
197,5,30,26,2,5,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,2,131.85,0,1
191,1,34,21,1,3,2,2.0,0,2,6,3,0,0,0,2,2,0,0,0,2,264.0,0,3
2,4,3,15,0,1,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,66.0,0,2
96,0,17,26,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,130.0,0,0
59,0,15,15,1,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,117.0,0,1
244,6,26,20,1,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,84.0,1,1
68,0,17,23,2,5,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,0,68.95,0,0
78,0,17,29,2,1,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,90.0,0,0
0,10,41,5,1,0,2,0.0,0,0,6,3,0,0,0,0,6,0,0,0,2,67.0,0,0
48,6,23,9,2,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,170.0,0,0
52,2,50,9,1,2,2,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,72.0,0,0
626,9,46,7,1,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.8,0,0
192,10,43,21,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,95.0,0,0
154,5,30,20,2,4,2,2.0,0,0,3,1,0,0,0,6,6,2,0,0,2,227.0,0,0
5,10,43,16,1,0,1,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,75.0,0,0
46,7,10,4,1,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,98.3,1,1
1,7,10,9,0,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,1,52.0,0,1
12,6,25,14,0,2,1,0.0,0,0,2,0,1,0,5,0,0,0,0,0,2,65.0,0,1
170,11,40,29,2,5,2,0.0,0,0,6,3,0,0,0,0,0,2,0,0,2,114.04,0,0
192,10,43,21,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,95.0,0,0
165,8,22,29,3,7,1,0.0,0,2,5,3,0,0,0,0,0,0,0,0,0,63.95,0,1
41,10,42,14,0,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,87.54,0,1
49,9,45,4,1,2,2,0.0,0,0,5,3,0,0,0,0,3,0,0,0,2,112.0,0,0
143,1,35,25,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,100.0,0,0
74,9,47,15,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,88.4,0,2
12,5,28,15,1,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,129.0,0,2
29,6,23,7,1,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,140.0,0,1
5,1,34,16,2,1,1,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,67.0,0,0
19,8,21,22,1,4,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,99.0,0,3
28,1,32,4,0,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,125.1,0,2
164,1,33,14,0,1,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,2,60.0,0,0
42,6,24,12,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,140.0,0,1
1,7,12,16,0,1,2,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,48.0,0,0
6,11,37,9,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,154.0,0,1
8,7,14,30,2,5,1,0.0,0,0,2,0,1,3,27,0,0,0,0,0,2,65.0,0,1
29,10,44,29,0,3,2,0.0,0,0,6,3,0,1,0,0,0,0,0,0,0,126.0,0,3
75,11,38,19,2,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
119,1,33,13,2,2,2,0.0,0,0,6,3,0,0,0,0,1,1,0,0,2,88.73,0,1
56,7,11,12,2,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,74.8,0,1
33,3,7,11,0,2,2,0.0,0,0,6,3,0,0,0,0,3,1,0,0,2,48.0,0,1
169,6,23,8,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,170.0,0,0
368,6,26,28,0,3,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,112.67,0,1
7,8,20,11,0,1,1,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,129.0,0,0
38,4,2,14,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,1,0,2,75.0,0,0
0,7,13,31,0,1,1,0.0,0,0,2,0,0,0,0,0,3,0,0,0,2,65.0,0,0
107,8,23,29,2,1,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,80.75,0,1
17,7,10,5,2,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,68.0,0,0
52,8,22,27,1,2,1,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,108.11,0,2
21,9,46,11,2,2,2,1.0,0,0,6,3,0,0,0,3,3,1,0,0,2,121.2,0,2
59,11,36,1,0,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,123.3,0,2
34,10,42,16,0,2,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,99.45,0,0
39,6,23,5,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,145.0,0,1
10,0,16,15,0,2,2,0.0,0,0,6,3,0,0,0,3,3,2,0,0,2,75.0,0,0
8,0,16,18,0,2,1,0.0,0,0,2,0,1,0,11,0,0,0,0,0,2,48.5,1,0
19,11,40,30,0,4,3,0.0,0,0,6,3,0,0,0,3,3,1,0,0,2,91.47,0,2
121,2,51,19,2,1,2,0.0,0,0,6,3,0,0,0,0,3,2,0,0,2,29.16,0,2
2,8,18,3,0,1,1,0.0,0,0,1,3,1,0,2,0,3,1,0,0,2,0.0,0,2
90,1,34,16,4,11,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,150.3,0,0
74,11,38,18,0,2,2,0.0,0,2,5,3,0,0,0,0,0,0,1,0,3,101.5,0,0
190,1,33,11,2,5,2,0.0,0,0,5,3,0,0,0,3,3,0,0,0,0,110.7,0,1
78,6,25,20,1,5,1,2.0,0,2,6,3,0,0,0,2,2,0,0,0,2,228.0,0,0
0,11,36,5,0,1,1,0.0,0,0,3,1,0,0,0,0,0,1,0,0,2,114.0,0,0
34,7,13,24,1,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,113.85,0,0
28,5,28,6,1,4,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,123.0,0,0
55,0,15,6,0,1,2,0.0,0,2,5,3,0,0,0,0,3,0,0,0,3,104.0,0,0
24,2,49,5,2,2,2,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,50.0,0,0
468,10,43,20,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
1,6,23,4,1,1,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,167.0,0,3
57,1,34,24,0,3,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,202.67,0,0
129,6,22,2,1,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,130.0,0,0
0,1,35,23,2,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,98.0,0,0
87,11,39,25,2,3,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,170.0,0,0
55,1,32,2,0,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,189.0,0,1
1,4,2,13,0,1,2,2.0,0,3,6,3,0,0,0,2,8,1,0,0,2,0.0,0,0
32,2,53,27,1,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,70.0,0,1
6,1,34,19,0,3,2,0.0,0,0,3,1,0,0,0,3,3,0,0,0,2,79.0,0,0
57,0,14,3,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,117.0,0,2
115,3,9,27,2,3,1,0.0,0,0,5,3,0,0,0,0,0,1,0,0,3,76.0,0,0
41,0,17,26,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,3,110.0,0,0
145,5,30,18,1,4,3,0.0,0,4,5,3,0,0,0,0,1,1,0,0,2,190.0,0,1
17,9,46,9,0,4,2,0.0,0,0,3,1,0,0,0,4,4,0,0,0,2,178.75,0,0
0,4,3,12,0,2,1,0.0,0,0,3,1,0,0,0,4,4,0,0,0,2,61.0,0,0
72,3,6,6,2,1,2,0.0,0,2,4,1,0,0,0,3,3,0,0,0,3,73.33,0,0
25,7,10,11,1,1,2,0.0,0,0,5,3,0,0,0,0,5,1,0,0,0,68.0,0,0
134,5,27,2,1,0,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,161.1,1,0
1,7,12,15,0,2,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,30.0,0,0
143,7,13,25,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,59.5,0,0
163,3,9,28,0,5,3,0.0,0,0,6,3,0,0,0,7,7,1,0,0,3,87.0,0,0
47,3,8,19,0,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,80.3,0,1
271,5,29,15,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,62.0,0,0
0,3,8,18,0,1,1,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,79.0,0,0
73,1,35,28,1,4,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,206.0,0,2
145,6,27,26,2,4,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,90.95,0,2
6,3,9,24,0,1,1,0.0,0,0,6,3,0,0,0,0,3,0,0,0,2,43.0,0,0
7,5,27,6,0,1,2,0.0,0,3,3,1,0,0,0,0,0,0,0,0,2,118.0,0,0
209,10,43,21,2,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,96.3,0,1
119,8,19,11,0,3,2,0.0,0,3,6,3,0,0,0,0,0,1,0,0,3,120.0,0,0
232,10,43,19,0,4,1,0.0,0,0,6,3,0,0,0,0,1,1,0,0,2,80.75,0,3
313,5,26,1,2,5,2,0.0,0,2,3,1,0,0,0,0,0,0,0,0,2,114.04,0,0
1,11,37,6,0,1,1,0.0,0,0,2,0,0,0,0,0,6,1,0,0,2,95.0,0,0
68,1,33,15,2,2,2,0.0,0,2,5,3,0,0,0,3,3,0,0,0,2,157.0,0,1
139,5,28,11,0,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,152.1,0,1
25,2,49,2,6,15,2,0.0,0,3,3,1,0,0,0,0,0,0,0,0,2,88.0,0,0
78,7,13,21,1,5,2,2.0,0,0,6,3,0,0,0,5,5,0,0,0,2,154.7,0,0
4,5,30,19,0,3,1,0.0,0,0,2,0,0,0,0,4,4,0,0,0,3,147.0,0,0
89,0,14,2,2,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,99.0,0,0
0,4,4,20,0,1,1,0.0,0,0,3,1,1,0,2,0,3,2,0,0,2,39.0,0,0
197,8,18,3,0,4,2,1.0,0,0,3,1,0,0,0,0,0,1,0,0,2,112.0,0,1
179,10,44,27,1,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,90.9,0,3
210,1,34,21,1,1,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,126.0,0,0
0,11,37,9,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,0,152.0,0,2
305,9,45,4,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,89.0,0,0
65,7,12,23,0,3,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,133.2,0,0
418,11,40,26,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,223,3,75.0,0,0
82,3,7,7,2,0,2,0.0,0,0,4,3,1,1,0,0,0,0,0,0,3,86.0,0,0
0,2,52,26,0,1,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,50.0,0,0
123,10,41,6,2,5,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,43.3,0,1
210,8,19,12,0,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,135.9,0,1
44,0,14,4,0,5,2,0.0,0,0,6,3,0,0,0,4,4,2,0,0,2,169.2,0,0
12,3,5,2,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,92.16,0,1
391,1,32,4,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
20,1,31,3,1,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,121.6,0,1
206,0,17,21,0,3,2,0.0,0,0,6,3,0,0,0,0,0,1,0,0,3,52.98,1,2
108,7,12,13,2,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,65.96,0,0
8,10,41,10,2,1,2,0.0,0,0,4,3,0,1,0,0,0,0,1,0,2,62.0,0,0
28,0,16,16,2,0,2,0.0,0,0,6,3,0,0,0,4,4,0,0,0,2,115.0,0,1
79,7,14,28,1,2,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,87.3,0,1
15,3,7,17,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,95.0,0,0
264,5,28,8,0,2,2,0.0,0,0,4,3,0,1,0,0,0,0,0,0,3,62.0,0,0
21,1,36,30,0,1,2,1.0,0,0,6,3,0,0,0,0,0,0,0,0,2,107.42,0,2
1,4,3,16,0,1,2,0.0,0,3,3,1,0,0,0,0,3,1,0,0,2,94.0,0,0
1,0,15,11,0,2,1,0.0,0,0,2,0,1,0,2,0,0,0,0,0,2,45.0,0,0
78,5,30,18,1,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,105.3,0,0
43,11,38,16,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,0,0,3,130.0,0,0
307,1,34,20,0,2,2,0.0,0,0,4,3,1,1,0,0,0,0,0,0,3,62.8,0,0
131,8,21,26,0,2,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,108.0,0,1
7,6,23,6,0,1,1,0.0,0,0,6,3,0,0,0,0,0,1,0,0,2,160.0,0,1
164,1,32,12,2,1,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,175.5,0,0
28,3,8,25,2,2,3,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,134.3,0,0
99,0,15,15,2,4,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,105.0,0,0
115,8,20,9,1,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,65.7,0,2
45,2,49,5,2,1,2,0.0,0,4,4,3,0,0,0,0,0,0,0,0,3,68.0,0,0
138,7,13,23,1,4,2,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,84.45,0,0
72,10,44,24,1,3,2,1.0,0,0,6,3,0,0,0,5,6,0,0,0,2,116.27,0,1
1,1,34,22,0,1,2,0.0,0,0,6,3,0,0,0,3,6,0,0,0,2,204.0,1,0
580,3,6,9,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
145,6,23,10,1,1,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,144.0,0,3
241,7,10,9,0,3,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,79.2,0,0
61,5,30,23,1,1,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,105.3,0,0
53,7,11,16,0,3,2,0.0,0,0,6,3,0,0,0,3,3,1,0,0,2,106.2,0,4
6,3,9,21,2,3,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,70.0,0,0
136,1,34,15,1,5,2,2.0,0,0,6,3,0,0,0,7,7,2,0,0,2,286.6,0,0
30,6,23,2,0,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,140.0,0,0
0,10,42,10,1,0,2,0.0,0,0,3,1,0,0,0,3,3,0,0,0,2,75.0,0,0
1,10,41,6,0,1,2,0.0,0,3,6,3,0,0,0,3,3,0,0,0,2,108.04,0,0
383,10,41,6,0,3,2,0.0,0,0,4,3,0,0,0,0,3,0,0,0,3,48.0,0,0
34,4,5,24,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,66.0,0,0
72,7,13,26,1,1,2,0.0,0,2,4,3,0,0,0,0,0,0,1,0,2,96.0,0,0
167,1,35,21,2,0,2,0.0,1,0,6,3,0,0,0,0,0,4,0,0,2,119.7,0,1
54,10,43,16,2,2,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,3,72.0,0,0
10,0,15,7,0,3,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,111.0,0,0
9,10,40,1,0,1,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,2,65.0,0,0
126,5,29,16,2,6,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,154.8,1,1
2,6,26,19,2,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,141.0,1,1
183,11,38,14,2,7,2,2.0,0,0,6,3,0,0,0,6,6,0,0,0,2,184.33,1,0
202,7,13,20,2,5,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,40.11,0,2
153,6,25,21,0,4,1,0.0,0,0,2,3,0,0,0,0,0,0,1,0,2,110.0,0,0
17,2,53,29,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,125.8,0,1
0,3,7,9,0,3,2,0.0,0,0,2,0,1,0,1,0,0,0,0,0,2,39.0,0,0
273,8,20,13,1,2,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,95.0,0,0
5,6,25,18,2,3,2,0.0,0,0,3,1,0,0,0,3,4,0,0,0,2,129.2,0,1
185,10,41,5,0,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,122.4,0,1
277,11,37,5,2,5,2,0.0,0,2,5,3,0,0,0,0,0,0,0,0,3,89.14,0,1
118,6,24,6,1,2,1,0.0,0,0,5,0,0,0,0,0,0,0,0,0,3,110.0,0,0
20,10,44,26,0,3,1,0.0,0,0,3,1,0,0,0,0,0,0,0,0,2,105.0,0,0
183,10,44,29,2,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,80.1,0,2
121,9,45,1,2,3,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,2,46.0,0,1
129,1,31,5,2,2,2,1.0,1,0,3,1,0,0,0,3,3,1,0,0,2,155.0,0,3
140,9,47,18,0,3,2,0.0,0,0,4,3,0,0,0,0,0,0,0,87,3,75.0,0,1
16,8,20,20,1,1,2,0.0,0,3,6,3,0,0,0,0,0,0,0,0,2,145.0,0,1
5,2,49,3,2,1,2,0.0,0,0,3,1,0,0,0,0,3,0,0,0,2,100.33,0,0
49,3,9,28,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,35.0,0,0
1,4,4,25,0,2,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,108.0,0,0
237,1,34,22,0,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,2,80.1,0,0
79,5,28,7,0,3,2,0.0,0,0,1,3,0,0,0,0,0,0,0,0,2,37.33,0,1
4,7,13,21,1,2,2,1.0,0,0,6,3,0,0,0,0,5,0,0,0,2,128.0,0,1
559,4,3,19,0,2,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,62.0,0,0
56,7,12,21,0,3,2,0.0,0,0,5,3,0,0,0,0,0,0,1,0,2,85.0,0,0
222,9,48,26,2,1,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,30.0,0,0
368,6,26,28,0,3,2,0.0,0,0,4,3,0,0,0,0,0,0,1,0,2,90.0,0,0
11,1,36,30,2,0,2,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,103.5,1,3
4,1,32,3,1,0,2,1.0,0,0,6,3,0,0,0,0,2,0,0,0,2,143.34,0,2
14,0,17,22,0,2,2,0.0,0,0,6,3,0,0,0,3,3,0,0,0,3,80.0,0,1
28,9,47,17,2,5,1,0.0,0,0,6,3,0,0,0,0,0,0,0,0,2,43.0,0,0
74,2,53,30,0,2,2,0.0,0,0,6,3,0,1,0,0,0,1,0,0,2,113.4,0,1
116,1,32,6,2,1,3,0.0,0,0,5,3,0,0,0,4,4,0,0,0,2,113.56,0,0
94,0,15,14,2,5,2,0.0,0,0,5,3,0,0,0,0,0,0,0,0,0,42.95,0,0
